,Item,Score,Target,accountAssignmentElement.prefLabel,administrativeClassification.prefLabel,budgetPhase.prefLabel,businessArea.prefLabel,currency.currency,economicClassification.prefLabel,fiscalYear.prefLabel,functionalClassification.prefLabel,operationCharacter.prefLabel,organization.organization,profitCenter.prefLabel
93,80,1.43073765970065,10404.2,Anteilstelle,Schulamt,Approved,Schulamt,http://data.openbudgets.eu/codelist/currency/EUR,Beitr. Versorg.kassen f. tarifl. Besch.,2017,PB03 SchultrĂ¤geraufgaben,Expenditure,http://dbpedia.org/resource/Bonn,Amt 40 TE-übergr.
94,79,1.37910368844778,5500.7,KGS Burgschule,Schulamt,Approved,Schulamt,http://data.openbudgets.eu/codelist/currency/EUR,Beitr. Versorg.kassen f. tarifl. Besch.,2017,Grundschulen,Expenditure,http://dbpedia.org/resource/Bonn,Grundschulen
95,7,1.36258400698173,14993,GGS Jahnschule,Schulamt,Approved,Schulamt,http://data.openbudgets.eu/codelist/currency/EUR,Beitr. Z. gesetzl.SV f. tarifl. Beschäf.,2017,Grundschulen,Expenditure,http://dbpedia.org/resource/Bonn,Grundschulen
96,82,1.3316012298583,65798.9,KGS Burgschule,Schulamt,Approved,Schulamt,http://data.openbudgets.eu/codelist/currency/EUR,Vergütungen der tariflich Beschäftigten,2017,Grundschulen,Expenditure,http://dbpedia.org/resource/Bonn,Grundschulen
97,65,1.32536913683821,17328.5,Elisabeth-Selbert-Gesamtschule,Schulamt,Approved,Schulamt,http://data.openbudgets.eu/codelist/currency/EUR,Beitr. Versorg.kassen f. tarifl. Besch.,2017,Gesamtschulen,Expenditure,http://dbpedia.org/resource/Bonn,Gesamtschulen
98,98,1027.5742,45055.6,Sachkonto 531700,Sachkonto 531700,Approved,Sachkonto 531700,http://data.openbudgets.eu/codelist/currency/EUR,Sachkonto 531700,2020,Sachkonto 531700,Expenditure,http://dbpedia.org/resource/Bonn,Sachkonto 531700
98,98,401.2539,43596.2,Sachkonto 531700,Sachkonto 531700,Approved,Sachkonto 531700,http://data.openbudgets.eu/codelist/currency/EUR,Sachkonto 531700,2019,Sachkonto 531700,Expenditure,http://dbpedia.org/resource/Bonn,Sachkonto 531700
98,98,350.1398,44914.4,Sachkonto 531700,Sachkonto 531700,Approved,Sachkonto 531700,http://data.openbudgets.eu/codelist/currency/EUR,Sachkonto 531700,2018,Sachkonto 531700,Expenditure,http://dbpedia.org/resource/Bonn,Sachkonto 531700
98,98,453.9387,33191.7,Sachkonto 531700,Sachkonto 531700,Approved,Sachkonto 531700,http://data.openbudgets.eu/codelist/currency/EUR,Sachkonto 531700,2017,Sachkonto 531700,Expenditure,http://dbpedia.org/resource/Bonn,Sachkonto 531700
98,98,180.7433,29896.2,Sachkonto 531700,Sachkonto 531700,Approved,Sachkonto 531700,http://data.openbudgets.eu/codelist/currency/EUR,Sachkonto 531700,2021,Sachkonto 531700,Expenditure,http://dbpedia.org/resource/Bonn,Sachkonto 531700
